round,PeopTotal,nets.yn,nets.count,in.outdoor,cul_male,cul_female,ara_male,ara_female_Pfneg,ara_female_Pfpos,funss_male,funss_female_Pfneg,funss_female_Pfpos,Focal.Area,month,Cluster,Treatment
1to5,7,No,0,Indoors,0,0,0,0,0,0,0,0,C,2015-05,C.4,Control
12,4,Yes,2,Indoors,0,0,0,0,0,0,0,0,C,2017-05,C.4,Control
1to5,4,No,0,Indoors,0,0,0,0,0,0,0,0,C,2015-07,C.4,Control
1to5,2,Yes,1,Outdoors,0,1,0,0,0,0,0,0,C,2015-07,C.4,Control
1to5,1,No,0,Outdoors,0,0,0,0,0,0,0,0,C,2015-09,C.4,Control
1to5,3,No,0,Indoors,0,0,0,0,0,0,0,0,C,2015-11,C.4,Control
1to5,3,Yes,1,Outdoors,0,0,0,1,0,0,1,0,C,2015-11,C.4,Control
8,2,No,0,Indoors,0,0,0,0,0,0,0,0,C,2016-09,C.4,Control
8,1,No,0,Outdoors,0,0,0,0,0,0,0,0,C,2016-09,C.4,Control
9,3,No,0,Indoors,0,0,0,0,0,0,0,0,C,2016-12,C.4,Control
9,3,Yes,1,Outdoors,0,0,0,0,0,0,0,0,C,2016-12,C.4,Control
10,5,Yes,2,Outdoors,0,0,0,0,0,0,0,0,C,2017-01,C.4,Control
10,0,NA,0,Indoors,0,0,0,0,0,0,0,0,C,2017-02,C.4,Control
8,5,No,0,Outdoors,0,0,0,0,0,0,0,0,C,2016-09,C.4,Control
1to5,6,No,0,Outdoors,0,0,0,0,0,0,0,0,C,2016-03,C.4,Control
8,3,No,0,Indoors,0,0,0,0,0,0,0,0,C,2016-09,C.4,Control
1to5,6,No,0,Indoors,0,0,0,0,0,0,0,0,C,2016-03,C.4,Control
10,0,NA,0,Outdoors,0,8,0,1,0,0,0,0,C,2017-02,C.4,Control
10,5,No,0,Indoors,0,0,0,0,0,0,0,0,C,2017-02,C.4,Control
1to5,6,No,0,Indoors,0,1,0,0,0,0,0,0,C,2015-07,C.4,Control
1to5,4,No,0,Outdoors,0,0,0,0,0,0,0,0,C,2015-05,C.4,Control
1to5,6,Yes,1,Indoors,0,0,0,0,0,0,0,0,C,2015-05,C.4,Control
11,4,Yes,1,Outdoors,0,0,0,0,0,0,0,0,C,2017-03,C.4,Control
11,4,Yes,1,Indoors,0,0,0,0,0,0,0,0,C,2017-03,C.4,Control
1to5,0,NA,0,Outdoors,0,0,0,0,0,0,0,0,C,2015-11,C.4,Control
1to5,5,No,0,Indoors,0,0,0,0,0,0,0,0,C,2015-11,C.4,Control
1to5,4,No,0,Indoors,0,0,0,0,0,0,0,0,C,2016-03,C.4,Control
1to5,4,No,0,Outdoors,0,0,0,0,0,0,0,0,C,2016-03,C.4,Control
1to5,3,No,0,Outdoors,0,0,0,0,0,0,0,0,C,2016-03,C.4,Control
1to5,4,No,0,Indoors,0,0,0,0,0,0,0,0,C,2016-03,C.4,Control
7,3,Yes,1,Outdoors,0,0,0,0,0,0,0,0,C,2016-08,C.4,Control
13,3,Yes,1,Indoors,0,0,0,0,0,0,0,0,C,2017-07,C.4,Control
1to5,3,No,0,Outdoors,0,1,0,0,0,0,0,0,C,2015-07,C.4,Control
1to5,3,No,0,Indoors,0,1,0,0,0,0,0,0,C,2015-07,C.4,Control
13,3,Yes,1,Outdoors,0,0,0,0,0,0,0,0,C,2017-07,C.4,Control
12,0,NA,0,Indoors,0,0,0,0,0,0,0,0,C,2017-05,C.4,Control
12,3,Yes,1,Outdoors,0,0,0,0,0,0,0,0,C,2017-05,C.4,Control
7,4,Yes,1,Indoors,0,0,0,0,0,0,0,0,C,2016-08,C.4,Control
17,3,Yes,1,Outdoors,0,0,0,0,0,0,0,0,C,2018-03,C.4,Control
17,4,No,0,Indoors,0,0,0,0,0,0,0,0,C,2018-03,C.4,Control
16,0,NA,0,Indoors,0,0,0,0,0,0,0,0,C,2018-02,C.4,Control
13,3,No,0,Indoors,0,0,0,0,0,0,0,0,C,2017-07,C.4,Control
13,3,No,0,Outdoors,0,0,0,0,0,0,0,0,C,2017-07,C.4,Control
1to5,2,No,0,Indoors,0,0,0,0,0,0,0,0,C,2016-03,C.4,Control
16,0,NA,0,Outdoors,0,0,0,0,0,0,0,0,C,2018-01,C.4,Control
14,3,No,0,Indoors,0,0,0,0,0,0,0,0,C,2017-09,C.4,Control
14,0,NA,0,Outdoors,0,0,0,0,0,0,0,0,C,2017-09,C.4,Control
6,4,Yes,1,Outdoors,0,0,0,0,0,0,0,0,C,2016-05,C.4,Control
6,4,Yes,1,Indoors,0,0,0,0,0,0,0,0,C,2016-06,C.4,Control
11,3,No,0,Indoors,0,0,0,0,0,0,0,0,C,2017-03,C.4,Control
11,3,No,0,Outdoors,0,0,0,0,0,0,0,0,C,2017-03,C.4,Control
1to5,7,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2015-09,A.3,HI
1to5,7,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2015-09,A.3,HI
11,4,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2017-04,A.3,HI
9,1,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2016-12,A.3,HI
9,1,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2016-12,A.3,HI
11,4,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2017-04,A.3,HI
6,7,Yes,3,Outdoors,0,0,0,0,0,0,0,0,A,2016-05,A.3,HI
6,5,Yes,2,Indoors,0,0,0,0,0,0,0,0,A,2016-05,A.3,HI
15,8,Yes,2,Indoors,0,0,0,0,0,0,0,0,A,2017-11,A.3,HI
15,8,Yes,2,Outdoors,0,0,0,0,0,0,0,0,A,2017-11,A.3,HI
17,4,Yes,2,Outdoors,0,0,0,0,0,0,0,0,A,2018-03,A.3,HI
7,4,Yes,2,Indoors,0,0,0,0,0,0,0,0,A,2016-08,A.3,HI
17,3,Yes,2,Indoors,0,0,0,0,0,0,0,0,A,2018-03,A.3,HI
14,7,Yes,3,Indoors,0,0,0,0,0,0,0,0,A,2017-09,A.3,HI
7,4,Yes,2,Outdoors,0,0,0,0,0,0,0,0,A,2016-08,A.3,HI
14,7,Yes,3,Outdoors,0,0,0,0,0,0,0,0,A,2017-09,A.3,HI
14,2,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2017-09,A.3,HI
7,1,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2016-08,A.3,HI
14,2,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2017-09,A.3,HI
7,4,Yes,2,Outdoors,0,0,0,0,0,0,0,0,A,2016-08,A.3,HI
7,4,Yes,2,Outdoors,0,0,0,0,0,0,0,0,A,2016-08,A.3,HI
14,1,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2017-09,A.3,HI
7,1,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2016-08,A.3,HI
14,1,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2017-09,A.3,HI
7,2,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2016-08,A.3,HI
17,3,No,0,Indoors,0,0,0,0,0,0,0,0,A,2018-03,A.3,HI
17,2,No,0,Outdoors,0,0,0,0,0,0,0,0,A,2018-03,A.3,HI
7,1,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2016-08,A.3,HI
12,4,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2017-05,A.3,HI
12,4,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2017-05,A.3,HI
17,3,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2018-03,A.3,HI
17,3,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2018-03,A.3,HI
14,4,Yes,2,Outdoors,0,0,0,0,0,0,0,0,A,2017-09,A.3,HI
14,4,Yes,2,Indoors,0,0,0,0,0,0,0,0,A,2017-09,A.3,HI
6,4,Yes,2,Outdoors,0,0,0,0,0,0,0,0,A,2016-05,A.3,HI
6,4,Yes,2,Indoors,0,0,0,0,0,0,0,0,A,2016-05,A.3,HI
17,5,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2018-03,A.3,HI
17,5,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2018-03,A.3,HI
1to5,5,No,0,Indoors,0,0,0,0,0,0,0,0,A,2016-02,A.3,HI
6,0,NA,0,Indoors,0,0,0,0,0,0,0,0,A,2016-05,A.3,HI
15,4,No,0,Outdoors,0,0,0,0,0,0,0,0,A,2017-12,A.3,HI
11,4,Yes,2,Indoors,0,0,0,0,0,0,0,0,A,2017-04,A.3,HI
6,3,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2016-05,A.3,HI
14,4,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2017-09,A.3,HI
14,4,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2017-09,A.3,HI
11,6,Yes,2,Outdoors,0,0,0,0,0,0,0,0,A,2017-04,A.3,HI
15,4,No,0,Indoors,0,0,0,0,0,0,0,0,A,2017-12,A.3,HI
1to5,6,Yes,2,Outdoors,0,1,0,0,0,0,0,0,A,2016-02,A.3,HI
15,2,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2017-11,A.3,HI
8,3,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2016-09,A.3,HI
9,2,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2016-11,A.3,HI
13,2,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2017-07,A.3,HI
8,2,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2016-09,A.3,HI
13,3,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2017-07,A.3,HI
15,2,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2017-11,A.3,HI
9,2,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2016-11,A.3,HI
9,3,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2016-12,A.3,HI
1to5,2,No,0,Indoors,0,0,0,0,0,0,0,0,A,2015-05,A.3,HI
8,2,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2016-09,A.3,HI
8,2,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2016-09,A.3,HI
1to5,2,No,0,Outdoors,0,0,0,0,0,0,0,0,A,2015-05,A.3,HI
9,2,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2016-12,A.3,HI
9,1,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2016-12,A.3,HI
1to5,1,No,0,Outdoors,0,0,0,0,0,0,0,0,A,2015-05,A.3,HI
1to5,1,No,0,Indoors,0,0,0,0,0,0,0,0,A,2015-05,A.3,HI
8,3,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2016-09,A.3,HI
8,1,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2016-09,A.3,HI
9,2,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2016-12,A.3,HI
8,2,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2016-09,A.3,HI
9,2,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2016-12,A.3,HI
1to5,5,No,0,Outdoors,0,0,0,0,0,0,0,0,A,2015-05,A.3,HI
8,5,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2016-09,A.3,HI
9,2,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2016-12,A.3,HI
1to5,5,No,0,Indoors,0,0,0,0,0,0,0,0,A,2015-05,A.3,HI
1to5,6,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2015-08,A.3,HI
12,4,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2017-05,A.3,HI
12,6,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2017-05,A.3,HI
16,2,No,0,Outdoors,0,0,0,0,0,0,0,0,A,2018-01,A.3,HI
16,2,No,0,Indoors,0,0,0,0,0,0,0,0,A,2018-01,A.3,HI
7,4,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2016-08,A.3,HI
1to5,4,No,0,Outdoors,0,0,0,0,0,0,0,0,A,2016-03,A.3,HI
7,3,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2016-08,A.3,HI
1to5,4,No,0,Indoors,0,0,0,0,0,0,0,0,A,2016-03,A.3,HI
10,4,Yes,2,Outdoors,0,0,0,0,0,0,0,0,A,2017-02,A.3,HI
12,3,Yes,2,Indoors,0,0,0,0,0,0,0,0,A,2017-05,A.3,HI
10,4,Yes,2,Indoors,0,0,0,0,0,0,0,0,A,2017-02,A.3,HI
12,3,Yes,2,Outdoors,0,0,0,0,0,0,0,0,A,2017-05,A.3,HI
8,4,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2016-09,A.3,HI
8,3,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2016-09,A.3,HI
17,5,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2018-03,A.3,HI
17,4,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2018-03,A.3,HI
16,5,No,0,Indoors,0,0,0,0,0,0,0,0,A,2018-01,A.3,HI
14,3,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2017-09,A.3,HI
16,5,No,0,Outdoors,0,0,0,0,0,0,0,0,A,2018-01,A.3,HI
14,3,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2017-09,A.3,HI
1to5,3,No,0,Outdoors,0,0,0,0,0,0,0,0,A,2015-05,A.3,HI
1to5,3,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2015-05,A.3,HI
12,4,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2017-05,A.3,HI
13,3,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2017-07,A.3,HI
12,4,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2017-05,A.3,HI
13,3,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2017-07,A.3,HI
11,1,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2017-04,A.3,HI
16,2,No,0,Outdoors,0,0,0,0,0,0,0,0,A,2018-01,A.3,HI
16,1,No,0,Indoors,0,0,0,0,0,0,0,0,A,2018-01,A.3,HI
11,1,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2017-04,A.3,HI
1to5,4,No,0,Outdoors,0,0,0,0,0,0,0,0,A,2015-09,A.3,HI
10,5,Yes,2,Indoors,0,0,0,0,0,0,0,0,A,2017-02,A.3,HI
10,5,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2017-01,A.3,HI
1to5,5,No,0,Outdoors,0,0,0,0,0,0,0,0,A,2015-11,A.3,HI
10,6,Yes,3,Indoors,0,0,0,0,0,0,0,0,A,2017-01,A.3,HI
10,6,Yes,2,Outdoors,0,0,0,0,0,0,0,0,A,2017-02,A.3,HI
1to5,7,No,0,Indoors,0,0,0,0,0,0,0,0,A,2015-11,A.3,HI
1to5,5,No,0,Indoors,0,0,0,0,0,0,0,0,A,2016-03,A.3,HI
1to5,5,No,0,Outdoors,0,0,0,0,0,0,0,0,A,2016-03,A.3,HI
1to5,1,No,0,Outdoors,0,0,0,0,0,0,0,0,A,2016-03,A.3,HI
1to5,1,No,0,Indoors,0,0,0,0,0,0,0,0,A,2016-03,A.3,HI
6,4,Yes,6,Indoors,0,0,0,0,0,0,0,0,A,2016-05,A.3,HI
6,3,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2016-05,A.3,HI
13,2,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2017-07,A.3,HI
13,2,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2017-07,A.3,HI
7,2,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2016-08,A.3,HI
9,3,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2016-11,A.3,HI
1to5,4,No,0,Indoors,0,0,0,0,0,0,0,0,A,2015-11,A.3,HI
7,2,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2016-08,A.3,HI
1to5,4,No,0,Outdoors,0,0,0,0,0,0,0,0,A,2015-11,A.3,HI
9,3,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2016-11,A.3,HI
10,5,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2017-02,A.3,HI
10,6,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2017-01,A.3,HI
1to5,2,No,0,Indoors,0,0,0,0,0,0,0,0,A,2015-11,A.3,HI
1to5,2,No,0,Outdoors,0,0,0,0,0,0,0,0,A,2015-11,A.3,HI
1to5,0,NA,0,Outdoors,0,0,0,0,0,0,0,0,A,2015-11,A.3,HI
1to5,0,NA,0,Indoors,0,0,0,0,0,0,0,0,A,2015-11,A.3,HI
1to5,0,No,0,Outdoors,0,0,0,0,0,0,0,0,A,2015-11,A.3,HI
1to5,0,No,0,Indoors,0,0,0,0,0,0,0,0,A,2015-11,A.3,HI
1to5,4,No,0,Outdoors,0,0,0,0,0,0,0,0,A,2015-11,A.3,HI
1to5,4,No,0,Indoors,0,0,0,0,0,0,0,0,A,2015-11,A.3,HI
1to5,4,Yes,2,Outdoors,0,0,0,0,0,0,0,0,A,2016-02,A.3,HI
1to5,5,No,0,Indoors,0,0,0,0,0,0,0,0,A,2016-02,A.3,HI
6,3,Yes,2,Indoors,0,0,0,0,0,0,0,0,A,2016-05,A.3,HI
6,4,Yes,2,Outdoors,0,0,0,0,0,0,0,0,A,2016-05,A.3,HI
1to5,1,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2015-05,A.3,HI
9,2,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2016-11,A.3,HI
14,3,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2017-09,A.3,HI
9,2,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2016-11,A.3,HI
14,3,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2017-09,A.3,HI
1to5,1,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2015-05,A.3,HI
13,3,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2017-07,A.3,HI
1to5,1,No,0,Outdoors,0,0,0,0,0,0,0,0,A,2016-03,A.3,HI
13,3,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2017-07,A.3,HI
12,3,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2017-06,A.3,HI
15,3,No,0,Outdoors,0,0,0,0,0,0,0,0,A,2017-12,A.3,HI
1to5,4,No,0,Indoors,0,0,0,0,0,0,0,0,A,2016-03,A.3,HI
12,3,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2017-06,A.3,HI
15,3,No,0,Indoors,0,0,0,0,0,0,0,0,A,2017-12,A.3,HI
15,3,No,0,Indoors,0,0,0,0,0,0,0,0,A,2017-12,A.3,HI
1to5,4,No,0,Outdoors,0,9,0,0,0,0,0,0,A,2016-02,A.3,HI
1to5,5,Yes,2,Indoors,0,0,0,0,0,0,0,0,A,2016-02,A.3,HI
14,5,Yes,2,Indoors,0,0,0,0,0,0,0,0,A,2017-09,A.3,HI
15,4,No,0,Outdoors,0,0,0,0,0,0,0,0,A,2017-12,A.3,HI
14,5,Yes,2,Outdoors,0,0,0,0,0,0,0,0,A,2017-09,A.3,HI
1to5,6,No,0,Indoors,0,0,0,0,0,0,0,0,A,2015-08,A.3,HI
1to5,8,No,0,Outdoors,0,0,0,0,0,0,0,0,A,2015-08,A.3,HI
11,3,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2017-04,A.3,HI
11,2,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2017-04,A.3,HI
9,5,Yes,2,Outdoors,0,0,0,0,0,0,0,0,A,2016-11,A.3,HI
16,5,No,0,Outdoors,0,0,0,0,0,0,0,0,A,2018-01,A.3,HI
16,6,No,0,Indoors,0,0,0,0,0,0,0,0,A,2018-01,A.3,HI
9,5,Yes,2,Indoors,0,0,0,0,0,0,0,0,A,2016-11,A.3,HI
9,4,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2016-11,A.3,HI
9,4,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2016-11,A.3,HI
8,4,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2016-09,A.3,HI
8,4,Yes,2,Outdoors,0,0,0,0,0,0,0,0,A,2016-09,A.3,HI
8,1,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2016-09,A.3,HI
8,1,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2016-09,A.3,HI
12,3,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2017-06,A.3,HI
12,3,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2017-06,A.3,HI
16,4,No,0,Indoors,0,0,0,0,0,0,0,0,A,2018-01,A.3,HI
16,5,No,0,Outdoors,0,0,0,0,0,0,0,0,A,2018-01,A.3,HI
14,6,Yes,3,Outdoors,0,0,0,0,0,0,0,0,A,2017-09,A.3,HI
11,4,Yes,2,Indoors,0,0,0,0,0,0,0,0,A,2017-04,A.3,HI
11,4,Yes,2,Outdoors,0,0,0,0,0,0,0,0,A,2017-04,A.3,HI
14,6,Yes,3,Indoors,0,0,0,0,0,0,0,0,A,2017-09,A.3,HI
7,3,Yes,2,Indoors,0,0,0,0,0,0,0,0,A,2016-08,A.3,HI
7,3,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2016-08,A.3,HI
12,4,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2017-05,A.3,HI
12,3,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2017-05,A.3,HI
17,2,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2018-03,A.3,HI
17,2,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2018-03,A.3,HI
1to5,2,No,0,Indoors,0,0,0,0,0,0,0,0,A,2015-09,A.3,HI
1to5,3,No,0,Outdoors,0,0,0,0,0,0,0,0,A,2015-09,A.3,HI
1to5,1,No,0,Indoors,0,0,0,0,0,0,0,0,A,2015-09,A.3,HI
1to5,1,No,0,Outdoors,0,0,0,0,0,0,0,0,A,2015-09,A.3,HI
1to5,4,No,0,Indoors,0,0,0,0,0,0,0,0,A,2016-02,A.3,HI
17,2,No,0,Indoors,0,0,0,0,0,0,0,0,A,2018-03,A.3,HI
9,2,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2016-11,A.3,HI
1to5,4,No,0,Outdoors,0,0,0,0,0,0,0,0,A,2016-02,A.3,HI
12,2,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2017-06,A.3,HI
9,2,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2016-11,A.3,HI
17,2,No,0,Outdoors,0,0,0,0,0,0,0,0,A,2018-03,A.3,HI
12,2,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2017-06,A.3,HI
1to5,6,No,0,Indoors,0,0,0,0,0,0,0,0,A,2015-06,A.3,HI
1to5,5,No,0,Outdoors,0,0,0,0,0,0,0,0,A,2015-06,A.3,HI
7,4,No,0,Indoors,0,0,0,0,0,0,0,0,A,2016-08,A.3,HI
7,3,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2016-08,A.3,HI
7,1,No,0,Outdoors,0,0,0,0,0,0,0,0,A,2016-08,A.3,HI
1to5,1,No,0,Indoors,0,0,0,0,0,0,0,0,A,2015-06,A.3,HI
7,1,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2016-08,A.3,HI
1to5,1,No,0,Outdoors,0,0,0,0,0,0,0,0,A,2015-06,A.3,HI
1to5,5,No,0,Indoors,0,0,0,0,0,0,0,0,A,2016-02,A.3,HI
1to5,5,No,0,Outdoors,0,0,0,0,0,0,0,0,A,2016-02,A.3,HI
16,2,No,0,Indoors,0,0,0,0,0,0,0,0,A,2018-01,A.3,HI
10,3,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2017-01,A.3,HI
10,3,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2017-02,A.3,HI
16,2,No,0,Outdoors,0,0,0,0,0,0,0,0,A,2018-01,A.3,HI
1to5,5,No,0,Outdoors,0,0,0,0,0,0,0,0,A,2015-11,A.3,HI
1to5,4,No,0,Indoors,0,0,0,0,0,0,0,0,A,2015-11,A.3,HI
1to5,4,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2015-09,A.3,HI
13,4,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2017-07,A.3,HI
13,4,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2017-07,A.3,HI
10,4,Yes,2,Indoors,0,0,0,0,0,0,0,0,A,2017-01,A.3,HI
1to5,5,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2015-09,A.3,HI
10,4,Yes,2,Outdoors,0,0,0,0,0,0,0,0,A,2017-02,A.3,HI
6,2,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2016-05,A.3,HI
16,3,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2018-01,A.3,HI
6,2,Yes,2,Indoors,0,0,0,0,0,0,0,0,A,2016-05,A.3,HI
16,2,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2018-01,A.3,HI
9,3,Yes,3,Indoors,0,0,0,0,0,0,0,0,A,2016-11,A.3,HI
1to5,9,No,0,Outdoors,0,0,0,0,0,0,0,0,A,2015-05,A.3,HI
9,3,Yes,3,Outdoors,0,0,0,0,0,0,0,0,A,2016-11,A.3,HI
1to5,5,No,0,Indoors,0,0,0,0,0,0,0,0,A,2015-05,A.3,HI
1to5,3,No,0,Indoors,0,0,0,0,0,0,0,0,A,2015-06,A.3,HI
1to5,3,No,0,Outdoors,0,0,0,0,0,0,0,0,A,2015-06,A.3,HI
1to5,2,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2015-06,A.3,HI
1to5,2,No,0,Outdoors,0,0,0,0,0,0,0,0,A,2015-06,A.3,HI
8,4,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2016-10,A.3,HI
10,4,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2017-02,A.3,HI
8,4,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2016-10,A.3,HI
1to5,3,No,0,Indoors,0,0,0,0,0,0,0,0,A,2015-08,A.3,HI
10,4,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2017-01,A.3,HI
1to5,3,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2015-08,A.3,HI
1to5,4,No,0,Outdoors,0,0,0,0,0,0,0,0,A,2016-02,A.3,HI
1to5,5,No,0,Indoors,0,0,0,0,0,0,0,0,A,2016-02,A.3,HI
11,2,No,0,Outdoors,0,0,0,0,0,0,0,0,A,2017-04,A.3,HI
11,2,No,0,Indoors,0,0,0,0,0,0,0,0,A,2017-04,A.3,HI
17,5,No,0,Indoors,0,0,0,0,0,0,0,0,A,2018-03,A.3,HI
13,3,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2017-07,A.3,HI
8,7,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2016-09,A.3,HI
17,6,No,0,Outdoors,0,0,0,0,0,0,0,0,A,2018-03,A.3,HI
8,6,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2016-09,A.3,HI
13,6,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2017-07,A.3,HI
1to5,4,No,0,Indoors,0,0,0,0,0,0,0,0,A,2015-09,A.3,HI
1to5,5,No,0,Outdoors,0,0,0,0,0,0,0,0,A,2015-05,A.3,HI
13,2,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2017-07,A.3,HI
10,2,Yes,1,Indoors,0,0,0,0,0,0,0,0,A,2017-02,A.3,HI
10,2,Yes,1,Outdoors,0,0,0,0,0,0,0,0,A,2017-02,A.3,HI
